Iteration	Replicate_ID	Posterior	Likelihood	Prior	diversification[1]	diversification[2]	diversification[3]	diversification[4]	diversification[5]	diversification[6]	diversification[7]	diversification[8]	diversification[9]	diversification[10]	diversification[11]	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extinction[7]	extinction[8]	extinction[9]	extinction[10]	extinction[11]	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	rate_category_prior[4]	rate_category_prior[5]	rate_category_prior[6]	rate_category_prior[7]	rate_category_prior[8]	rate_category_prior[9]	rate_category_prior[10]	rate_category_prior[11]	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation[5]	speciation[6]	speciation[7]	speciation[8]	speciation[9]	speciation[10]	speciation[11]	transition_rates[1]	transition_rates[2]	transition_rates[3]	transition_rates[4]	transition_rates[5]	transition_rates[6]	transition_rates[7]	transition_rates[8]	transition_rates[9]	transition_rates[10]	transition_rates[11]	transition_rates[12]	transition_rates[13]	transition_rates[14]	transition_rates[15]	transition_rates[16]	transition_rates[17]	transition_rates[18]	transition_rates[19]	transition_rates[20]	transition_rates[21]	transition_rates[22]	transition_rates[23]	transition_rates[24]	transition_rates[25]	transition_rates[26]	transition_rates[27]	transition_rates[28]	transition_rates[29]	transition_rates[30]	transition_rates[31]	transition_rates[32]	transition_rates[33]	transition_rates[34]	transition_rates[35]	transition_rates[36]	transition_rates[37]	transition_rates[38]	transition_rates[39]	transition_rates[40]	transition_rates[41]	transition_rates[42]	transition_rates[43]	transition_rates[44]	transition_rates[45]	transition_rates[46]	transition_rates[47]	transition_rates[48]	transition_rates[49]	transition_rates[50]	transition_rates[51]	transition_rates[52]	transition_rates[53]	transition_rates[54]	transition_rates[55]	transition_rates[56]	transition_rates[57]	transition_rates[58]	transition_rates[59]	transition_rates[60]	transition_rates[61]	transition_rates[62]	transition_rates[63]	transition_rates[64]	transition_rates[65]	transition_rates[66]	transition_rates[67]	transition_rates[68]	transition_rates[69]	transition_rates[70]	transition_rates[71]	transition_rates[72]	transition_rates[73]	transition_rates[74]	transition_rates[75]	transition_rates[76]	transition_rates[77]	transition_rates[78]	transition_rates[79]	transition_rates[80]	transition_rates[81]	transition_rates[82]	transition_rates[83]	transition_rates[84]	transition_rates[85]	transition_rates[86]	transition_rates[87]	transition_rates[88]	transition_rates[89]	transition_rates[90]	transition_rates[91]	transition_rates[92]	transition_rates[93]	transition_rates[94]	transition_rates[95]	transition_rates[96]	transition_rates[97]	transition_rates[98]	transition_rates[99]	transition_rates[100]	transition_rates[101]	transition_rates[102]	transition_rates[103]	transition_rates[104]	transition_rates[105]	transition_rates[106]	transition_rates[107]	transition_rates[108]	transition_rates[109]	transition_rates[110]
10	0	-1604.871	-2082.147	477.276	0.0696913	0.0848666	0.0923255	0.0730498	0.0422819	0.0515283	0.080799	0.10786	0.0668316	0.0817148	0.0984986	0.0125213	0.00851418	0.00737393	0.00996147	0.00784731	0.00848111	0.00884355	0.011017	0.0107744	0.00949697	0.0110209	0.154574	0.0849306	0.0637944	0.0113025	0.0574538	0.0652722	0.084555	0.202262	0.0150959	0.100976	0.159783	0.0822125	0.0933807	0.0996994	0.0830113	0.0501292	0.0600094	0.0896426	0.118877	0.077606	0.0912117	0.109519	0.0120077	0.00460884	0.0212773	0.00851907	0.000584267	0.00354669	0.00247744	0.010584	0.0233713	0.00444821	0.00267094	0.00203483	0.00280594	0.0188892	0.00844975	0.0043879	0.0026088	0.0199839	0.0162627	0.0148066	0.00678406	0.00759506	0.0119453	0.00301348	0.000857313	0.00976314	0.00168897	0.00544189	0.00879224	0.00215959	0.0174141	0.000134508	0.0026254	0.00150975	0.000304634	0.0120261	0.00574403	0.0189673	0.00167193	0.00473324	0.00142324	0.00432487	0.00886656	0.00486313	0.0165455	0.00268925	0.00205433	0.000351068	0.00264026	0.00247312	0.0107598	0.0100414	0.00818948	0.00194723	0.00693671	0.00270248	0.00613865	0.00320677	0.0078337	0.0321847	0.00718471	0.000462874	0.00270645	0.00240862	0.0183988	0.000171514	0.00275587	0.0133272	0.015986	0.00426284	0.00267013	0.011919	0.0112034	0.00552974	0.00518905	0.00583373	0.00251662	0.00352589	0.00160121	0.0029557	0.00621853	0.0012105	0.00323212	0.00174504	0.0052483	0.00590789	0.00138017	0.0243655	0.000949758	0.00528171	0.00505255	0.0126857	0.00221509	0.00618518	0.00101116	0.00276872	0.0184777	0.00560973	0.00744004	0.00576213	0.0190693	0.00653712	0.00130575	0.0177156	0.0177927	0.00199566	0.00468652	0.00280802	0.00879897	0.0474272
11	1	-1622.183	-2098.145	475.9617	0.0702732	0.0999887	0.0815671	0.0892312	0.085987	0.0382687	0.0896762	0.0743561	0.0914408	0.0896314	0.0910296	0.00777683	0.00632125	0.00799477	0.00534509	0.00677034	0.00721117	0.00890225	0.00795665	0.00561296	0.00658856	0.00708258	0.143554	0.0863414	0.228648	0.0479131	0.0337372	0.108438	0.0763565	0.0313972	0.165064	0.0434815	0.0350697	0.0780501	0.10631	0.0895618	0.0945763	0.0927573	0.0454799	0.0985784	0.0823127	0.0970538	0.0962199	0.0981122	0.00264734	0.00270836	0.000219853	0.00660218	0.000688017	0.0083558	0.00468468	0.0110236	0.0211236	0.000623311	0.00114929	0.00152721	0.0128397	0.00516519	0.0163086	0.00592176	0.00542625	0.0101238	0.0161509	0.0244676	0.0192183	0.00587955	0.00490719	0.0172055	0.00657971	0.00153328	0.00535568	0.00555713	0.0192002	0.00323897	0.0091526	0.00335709	0.00119761	0.0036546	0.011521	0.0049796	0.0310623	0.00636771	0.0177986	0.000240075	0.00385511	5.67529e-05	0.000136661	9.60969e-05	0.0010115	0.00134618	0.0048385	0.00227503	0.0138614	0.0137528	0.0177227	0.0170572	0.00924534	0.00511442	0.00580669	0.0134403	0.00139117	0.00471381	0.0105212	0.00127384	0.00889867	0.00397084	0.00144172	0.00592312	0.00513807	0.00974393	0.0239485	0.0261503	0.00306134	0.0140013	0.00780296	0.000210164	0.00626637	0.0150259	0.0138501	0.00782742	0.0133271	0.00115376	0.0299727	0.000691999	0.00423877	0.00865299	0.0075865	0.00204657	0.0103582	0.00550623	0.010629	0.0212369	0.0029763	0.00561169	0.00944913	0.00479063	0.00181507	0.00371598	0.00735975	0.00505628	0.00477957	0.00814826	0.0202668	0.00152284	0.0169388	0.000819981	0.00328811	0.00231356	0.00151139	0.00194348	0.00899684	0.0014698	0.00292825	0.000233203
12	0	-1596.245	-2071.513	475.268	0.0690741	0.0848551	0.0933426	0.0777799	0.0428758	0.0527527	0.0888071	0.115527	0.0642847	0.0884762	0.104197	0.0132667	0.00761463	0.00835739	0.0103079	0.00774793	0.00799846	0.00884355	0.0106135	0.00996232	0.0098695	0.0120169	0.17398	0.0955934	0.0718036	0.0127215	0.064667	0.0734669	0.0951706	0.102109	0.0169911	0.113653	0.179844	0.0823409	0.0924697	0.1017	0.0880878	0.0506238	0.0607511	0.0976506	0.12614	0.074247	0.0983457	0.116214	0.0107402	0.00475952	0.0212773	0.00750989	0.000563997	0.00378029	0.00261656	0.010584	0.0235867	0.00483733	0.00278536	0.00214045	0.00286229	0.0189549	0.00714318	0.005248	0.00280236	0.0179733	0.0191617	0.0175338	0.00634822	0.00838335	0.0121656	0.00313878	0.00079912	0.0104252	0.00222318	0.0054274	0.00860557	0.00196723	0.018046	0.000145765	0.0023566	0.00155305	0.000272501	0.00988633	0.00561513	0.0171876	0.00180627	0.00447532	0.00142324	0.00509323	0.00810702	0.00415851	0.0151391	0.00292875	0.00204028	0.000410099	0.00320544	0.00237831	0.0117291	0.0109725	0.00818948	0.00177895	0.00661877	0.00243671	0.00619699	0.00269398	0.0068611	0.0317599	0.00700421	0.000610408	0.00258825	0.00255831	0.0199525	0.000172842	0.00292757	0.0138187	0.0166328	0.00452972	0.00249625	0.0106002	0.0106169	0.0066712	0.00609145	0.00528375	0.00255759	0.00356007	0.00144299	0.00277293	0.00696348	0.0010734	0.00267342	0.00181947	0.00529218	0.00647801	0.00129718	0.024524	0.000935023	0.00488918	0.00466608	0.0150545	0.00223034	0.00671883	0.0012411	0.0030409	0.0200529	0.00530435	0.00724626	0.00572489	0.0203657	0.00665088	0.00143039	0.0204088	0.0169832	0.00191116	0.00552599	0.00353102	0.00904822	0.0495895
13	1	-1604.054	-2080.795	476.7413	0.0637569	0.0812846	0.0743904	0.121269	0.0850627	0.0407188	0.0958179	0.0903699	0.0823737	0.101389	0.0917792	0.00734781	0.00635559	0.00838875	0.00418607	0.00554947	0.0065788	0.00814938	0.00647813	0.00536548	0.00671501	0.006333	0.143554	0.0863414	0.228648	0.0479131	0.0337372	0.108438	0.0763565	0.0313972	0.165064	0.0434815	0.0350697	0.0711047	0.0876402	0.0827792	0.125455	0.0906122	0.0472976	0.103967	0.096848	0.0877392	0.108104	0.0981122	0.00243241	0.00291332	0.000202475	0.00711838	0.000620346	0.00647148	0.00444143	0.01226	0.0211236	0.000620988	0.00117784	0.00152721	0.0157987	0.00415168	0.016051	0.00635979	0.00527993	0.0101277	0.0150579	0.0247818	0.0192162	0.00587955	0.00543285	0.0170951	0.00604864	0.00153328	0.00528058	0.00606929	0.0177798	0.00358721	0.00831021	0.00361117	0.00114542	0.00452642	0.0118337	0.00502284	0.0251013	0.00636771	0.015828	0.00024875	0.00438802	5.8677e-05	0.000147601	9.49621e-05	0.000924674	0.00137582	0.00415843	0.00191737	0.0147036	0.0130782	0.0173774	0.0191899	0.00924534	0.00511442	0.00636536	0.0141907	0.00131958	0.00414617	0.012499	0.00145949	0.00761976	0.0045388	0.0014109	0.00509294	0.00501919	0.0100067	0.0239769	0.0277966	0.00284384	0.0148769	0.00751827	0.000231369	0.0069047	0.0162783	0.0122384	0.00713226	0.0149136	0.00105421	0.03209	0.000717275	0.00361621	0.00955302	0.00750304	0.00227321	0.0104912	0.00556777	0.0113038	0.0213681	0.0029763	0.00566071	0.0106608	0.00525151	0.00175076	0.00406874	0.00725183	0.00472768	0.00465266	0.00796452	0.0188643	0.00180286	0.0153679	0.000855193	0.00317407	0.00223176	0.00141707	0.00193744	0.00853673	0.00177695	0.00279225	0.000220796
14	0	-1595.14	-2068.077	472.9373	0.0730367	0.0913155	0.09883	0.0776841	0.0446074	0.0621706	0.0885377	0.115835	0.0624574	0.0922631	0.112986	0.0131061	0.00645242	0.00781465	0.0103079	0.00601635	0.00860982	0.00911288	0.0108504	0.00975753	0.0099587	0.011717	0.17398	0.0955934	0.0718036	0.0127215	0.064667	0.0734669	0.0951706	0.102109	0.0169911	0.113653	0.179844	0.0861428	0.0977679	0.106645	0.087992	0.0506238	0.0707804	0.0976506	0.126686	0.072215	0.102222	0.124703	0.0135883	0.00495933	0.0230205	0.00641935	0.000559684	0.00313119	0.00260022	0.0109638	0.0230271	0.00457914	0.00264706	0.00206299	0.00294985	0.0232055	0.00702019	0.00465899	0.00280236	0.0169947	0.0198097	0.0198508	0.00650593	0.00876092	0.0117302	0.00302542	0.000858325	0.010791	0.00221038	0.00556935	0.00817772	0.00173812	0.0208302	0.000151426	0.00245011	0.00135374	0.00025938	0.00948688	0.00573565	0.0191964	0.00170702	0.00495535	0.00149639	0.00544541	0.00917342	0.0035113	0.0120824	0.00319099	0.00198965	0.000418798	0.00274982	0.00242158	0.0124658	0.0107595	0.00843616	0.00153025	0.0069244	0.00265789	0.0066562	0.00259082	0.0067629	0.0357463	0.00771729	0.000673348	0.00258825	0.002343	0.0199525	0.000160327	0.00272423	0.0149226	0.0160152	0.00455863	0.00271518	0.0106798	0.0112199	0.00628105	0.00667408	0.00472318	0.00255223	0.00358105	0.00155357	0.00295028	0.00740041	0.0011291	0.00259139	0.0018372	0.00504555	0.00633089	0.00129718	0.0252971	0.000834482	0.00520387	0.00498653	0.0140943	0.0024606	0.00765931	0.00130154	0.00301047	0.0200529	0.0055404	0.00716017	0.00634133	0.0164088	0.00570937	0.00165192	0.0186279	0.0190236	0.00173438	0.00460246	0.0030982	0.00917157	0.0533897
15	1	-1588.985	-2066.226	477.2416	0.07247	0.0816848	0.0776766	0.142402	0.0993871	0.0365644	0.100902	0.0926785	0.0995525	0.120965	0.107902	0.00681788	0.00676712	0.00810724	0.00433769	0.00550246	0.00699865	0.00741932	0.00651837	0.00568705	0.00617424	0.0057975	0.148409	0.0892618	0.236381	0.0495337	0.0348783	0.112106	0.0451159	0.0324592	0.170647	0.0449521	0.0362558	0.0792878	0.0884519	0.0857839	0.14674	0.10489	0.043563	0.108321	0.0991969	0.10524	0.127139	0.113699	0.00258293	0.00267672	0.000202475	0.00736118	0.000492649	0.00671347	0.00572955	0.0124811	0.0203142	0.000638257	0.0010428	0.00156126	0.0152044	0.00447572	0.015914	0.00509432	0.00634943	0.00807341	0.0138628	0.0247818	0.0149879	0.00604491	0.00568034	0.0174678	0.00617203	0.00162181	0.00481025	0.00559287	0.0183446	0.00346368	0.00735875	0.00340105	0.0012315	0.00442874	0.0110196	0.0057317	0.025028	0.0070591	0.0178067	0.000246575	0.00395237	7.47665e-05	0.000155235	0.000100086	0.00125997	0.00133593	0.00368445	0.00169165	0.0147036	0.0121681	0.0206182	0.0187274	0.00908534	0.00537947	0.00630612	0.0124456	0.00136352	0.00391395	0.0120788	0.00137457	0.00730648	0.00442361	0.00118772	0.00602503	0.00496999	0.00898538	0.02382	0.0260369	0.00276222	0.0116721	0.00747252	0.000216924	0.00554849	0.0152403	0.0121661	0.00752291	0.0166181	0.00105747	0.0331973	0.000814631	0.00364124	0.0120113	0.00750304	0.00228961	0.00996346	0.00620946	0.0133129	0.0220204	0.00247659	0.00473672	0.0108646	0.00531253	0.00160043	0.00496166	0.00706949	0.0043456	0.00480196	0.00755968	0.0181721	0.0015902	0.0159714	0.000868359	0.00288976	0.00223176	0.00134251	0.00168834	0.00775882	0.00166366	0.00300525	0.000202289
16	0	-1582.408	-2053.432	471.0234	0.0863484	0.0995421	0.10877	0.081558	0.0407108	0.0684951	0.091911	0.138804	0.0594999	0.100772	0.12478	0.0136783	0.00733579	0.00796963	0.0104969	0.00550315	0.00745685	0.0101786	0.0100594	0.00875243	0.0105152	0.0114996	0.248258	0.0869974	0.0653468	0.0115775	0.058852	0.0668606	0.0866126	0.0929268	0.0154632	0.103433	0.163672	0.100027	0.106878	0.11674	0.0920549	0.046214	0.0759519	0.10209	0.148864	0.0682524	0.111287	0.13628	0.0122925	0.00495933	0.0239764	0.00494618	0.000545132	0.00414314	0.00253218	0.0115611	0.0247557	0.00466908	0.00245814	0.00212593	0.00354381	0.019863	0.00718452	0.00477528	0.00221195	0.0153983	0.0215409	0.0198508	0.00618473	0.0103493	0.0112955	0.00302542	0.000852386	0.0103431	0.00263499	0.0052711	0.0089541	0.0017955	0.0257339	0.00015181	0.00276863	0.00135491	0.000220381	0.0111595	0.00612629	0.0214744	0.00152062	0.00487664	0.00142456	0.00537489	0.0100579	0.0040143	0.012036	0.00300961	0.00203795	0.000421298	0.0026858	0.0023178	0.0116221	0.00939505	0.00985869	0.00155785	0.00703142	0.00234716	0.00639473	0.00300701	0.00701949	0.0332043	0.00765596	0.000602068	0.0026407	0.002343	0.0211339	0.000162856	0.00306404	0.014916	0.014174	0.00474703	0.00302866	0.00967797	0.0114241	0.00637681	0.00627938	0.0053433	0.00274826	0.00405553	0.00165402	0.00266504	0.00682959	0.00111576	0.00298515	0.00171311	0.00517471	0.00742245	0.00144834	0.0225977	0.000807456	0.00480296	0.00508732	0.0149394	0.00259219	0.00781398	0.00133708	0.00300616	0.0219311	0.0055404	0.00658934	0.00681435	0.0183141	0.00680429	0.00159234	0.0210728	0.0217944	0.00160837	0.0054227	0.00340587	0.00910726	0.0460199
17	1	-1581.808	-2058.209	476.4005	0.0715632	0.0808689	0.0823375	0.165864	0.100366	0.0309638	0.102495	0.0964203	0.0939993	0.127978	0.117213	0.00772461	0.00694141	0.00819405	0.00384147	0.0045238	0.00689832	0.00886007	0.00587228	0.00538208	0.00662	0.00674977	0.148409	0.0892618	0.236381	0.0495337	0.0348783	0.112106	0.0451159	0.0324592	0.170647	0.0449521	0.0362558	0.0792878	0.0878103	0.0905316	0.169705	0.10489	0.0378621	0.111355	0.102293	0.0993814	0.134598	0.123963	0.00258293	0.00268353	0.000183492	0.00865553	0.000535844	0.00581593	0.00567108	0.0132529	0.0203142	0.000623987	0.00104855	0.00153453	0.0148424	0.00374958	0.0161243	0.00520245	0.00581293	0.00825419	0.0137907	0.0275138	0.0158718	0.00567026	0.00529446	0.0174678	0.00622533	0.00181807	0.00408757	0.00561502	0.0183446	0.00399171	0.00714919	0.00382723	0.00100094	0.00442874	0.011252	0.0051761	0.0253451	0.00588289	0.0192636	0.000267188	0.00351076	6.05951e-05	0.000150901	9.47915e-05	0.0013833	0.0013388	0.00395515	0.00164931	0.0132394	0.0129005	0.0198026	0.0183669	0.00848861	0.00601982	0.00564449	0.0103226	0.00145893	0.00349966	0.0108248	0.00169835	0.00728545	0.00463065	0.00100074	0.00593377	0.0046905	0.00753825	0.0264375	0.0282687	0.00291701	0.00995339	0.00708724	0.000196025	0.00550251	0.0136786	0.0123038	0.00710521	0.0159197	0.00101421	0.0350223	0.000810292	0.00333056	0.0121671	0.00707942	0.00234263	0.0114833	0.00588448	0.0126304	0.0275256	0.00247659	0.00455056	0.0116755	0.00442879	0.00157761	0.0045298	0.00655646	0.00408254	0.00523178	0.00951898	0.0169931	0.00161584	0.0174151	0.000987337	0.00288738	0.00194586	0.00143428	0.00155468	0.00788706	0.00179171	0.00316329	0.000248637
18	0	-1568.013	-2039.791	471.7772	0.100618	0.112875	0.11278	0.0931839	0.044038	0.0543984	0.0910137	0.165624	0.0778609	0.107766	0.126898	0.0133396	0.00714841	0.00744436	0.00938317	0.00453906	0.00692448	0.00978391	0.00702075	0.00803749	0.0121397	0.0105275	0.155225	0.0543955	0.0408584	0.381985	0.0367975	0.0418049	0.0541549	0.0581029	0.00966846	0.0646721	0.102336	0.113957	0.120024	0.120224	0.102567	0.048577	0.0613229	0.100798	0.172645	0.0858984	0.119906	0.137425	0.0117414	0.00466755	0.0302589	0.00414076	0.000545132	0.00397781	0.00268174	0.011141	0.0243276	0.00456197	0.00248648	0.00210691	0.00434501	0.0191001	0.00777806	0.0043176	0.00302771	0.0153983	0.0205148	0.021791	0.00602118	0.00993033	0.0100035	0.00263363	0.000907258	0.00944553	0.00241756	0.0054882	0.00900979	0.00182755	0.0234068	0.00017352	0.00327633	0.00130512	0.000214703	0.0103032	0.00585349	0.0187971	0.00128724	0.00531207	0.00181324	0.00452866	0.0103782	0.00392827	0.0138032	0.00297225	0.00203795	0.000388074	0.00254248	0.00236051	0.0100248	0.00815028	0.00847354	0.00155858	0.00638437	0.00223031	0.00584761	0.00326693	0.00843729	0.0316552	0.0100249	0.000696392	0.00308565	0.00251839	0.0184106	0.000134582	0.00350276	0.0137833	0.0152207	0.00474703	0.00368252	0.00944074	0.011796	0.00570283	0.00643378	0.00525513	0.00288025	0.00413975	0.0015859	0.00267896	0.00715891	0.00110514	0.00332921	0.00151822	0.00502729	0.00762602	0.0015677	0.0272227	0.00089526	0.00551554	0.00434753	0.00912826	0.00210945	0.00831132	0.00134551	0.00316655	0.0230273	0.00572803	0.00648065	0.00663853	0.0219756	0.00715593	0.00171803	0.0167357	0.0201802	0.00153479	0.0058236	0.0032935	0.00910726	0.0491347
19	1	-1567.253	-2044.732	477.4792	0.0899688	0.075238	0.0853482	0.168012	0.106939	0.0339087	0.106831	0.110533	0.0889458	0.153199	0.0979551	0.00772461	0.00677043	0.00755712	0.00430539	0.0050845	0.00684547	0.00914127	0.00522097	0.00550984	0.00616317	0.00673416	0.148409	0.0892618	0.236381	0.0495337	0.0348783	0.112106	0.0451159	0.0324592	0.170647	0.0449521	0.0362558	0.0976935	0.0820085	0.0929053	0.172318	0.112023	0.0407542	0.115972	0.115754	0.0944556	0.159362	0.104689	0.00263655	0.00259951	0.000173617	0.00791591	0.000521765	0.00594122	0.00621495	0.0132838	0.0201615	0.00057537	0.00103407	0.0016409	0.0151158	0.00406996	0.0155407	0.00576824	0.00563255	0.00862059	0.015798	0.024664	0.0132413	0.00537086	0.0050159	0.0145896	0.00716171	0.00211326	0.00351842	0.00505128	0.0184678	0.00463164	0.00796792	0.00377888	0.00114611	0.00459862	0.0120421	0.0060023	0.0234778	0.00563134	0.019749	0.000283188	0.00272823	5.50312e-05	0.000145261	9.80243e-05	0.00139505	0.00131348	0.00392459	0.00154841	0.0136066	0.0156065	0.0184869	0.0164273	0.00696257	0.00579577	0.00538289	0.0104741	0.00140717	0.0032839	0.0108248	0.00161576	0.00716068	0.00565049	0.00102795	0.00575444	0.00487435	0.00785532	0.0273918	0.0264188	0.00349852	0.00969645	0.0077238	0.000196025	0.00548316	0.0121834	0.0125686	0.00739205	0.0154688	0.00102887	0.0328899	0.000708285	0.00320307	0.0112285	0.0074371	0.00264127	0.0126749	0.00608267	0.012696	0.0219802	0.0022619	0.00455056	0.0122581	0.0043989	0.00149556	0.00483535	0.00702523	0.00385209	0.00597919	0.0106061	0.0173766	0.00167372	0.0174151	0.00124419	0.00306639	0.00210341	0.00141218	0.00187001	0.00753805	0.00166608	0.00313255	0.000225526
20	0	-1560.409	-2028.989	468.5799	0.113591	0.121057	0.124046	0.0944941	0.0609781	0.0629071	0.0923941	0.219243	0.0724015	0.112363	0.123306	0.0125817	0.00714841	0.00824777	0.0102399	0.00509769	0.00724836	0.0112367	0.00669907	0.00752093	0.0120001	0.010672	0.155225	0.0543955	0.0408584	0.381985	0.0367975	0.0418049	0.0541549	0.0581029	0.00966846	0.0646721	0.102336	0.126172	0.128206	0.132294	0.104734	0.0660758	0.0701554	0.103631	0.225942	0.0799224	0.124363	0.133978	0.0105111	0.00499523	0.033981	0.00349184	0.000571715	0.00345941	0.00315633	0.011531	0.0247744	0.00439282	0.00261525	0.00254199	0.00410705	0.0181581	0.00761962	0.00462228	0.00304023	0.0187547	0.0201097	0.0211499	0.00657425	0.00963434	0.0101483	0.00249648	0.000849512	0.00878996	0.00241756	0.00620518	0.00855113	0.00157588	0.0204783	0.000202842	0.00349451	0.00126928	0.00021232	0.00999909	0.0053688	0.0189371	0.00115557	0.00541022	0.00167447	0.00483231	0.0105813	0.0040967	0.0118072	0.00297225	0.00195549	0.000393459	0.00264632	0.00236051	0.0112285	0.00895457	0.0076765	0.00150526	0.00638437	0.0022826	0.005458	0.00351211	0.00705532	0.0310568	0.00946449	0.000737819	0.00308018	0.00205558	0.0210123	0.00013591	0.00386089	0.0122551	0.0157245	0.00405159	0.00331447	0.0121373	0.0118911	0.00609502	0.00698791	0.00525513	0.00269182	0.00357773	0.0016925	0.00303459	0.00844012	0.00101375	0.00343887	0.00172173	0.00384858	0.00726311	0.00151598	0.0313582	0.000844697	0.00633607	0.00419091	0.00824456	0.00235321	0.0079197	0.00129889	0.00373031	0.025809	0.0062856	0.00646998	0.00728375	0.0241859	0.00649278	0.00174418	0.0195875	0.0198419	0.0014543	0.00587951	0.00362691	0.0105088	0.0476851
21	1	-1564.13	-2039.259	475.1295	0.0962562	0.0734861	0.0802453	0.163089	0.118753	0.0365243	0.108185	0.11756	0.0835501	0.163132	0.108328	0.00731092	0.00749508	0.00682171	0.00415489	0.00461795	0.00769406	0.0077874	0.00485822	0.00545103	0.00626111	0.00695959	0.148409	0.0892618	0.236381	0.0495337	0.0348783	0.112106	0.0451159	0.0324592	0.170647	0.0449521	0.0362558	0.103567	0.0809812	0.087067	0.167244	0.123371	0.0442183	0.115972	0.122418	0.0890011	0.169393	0.115288	0.00279135	0.00273165	0.000171445	0.00717937	0.000501357	0.00558659	0.00636836	0.0132837	0.0200845	0.000598805	0.00103407	0.00159918	0.0144109	0.00347747	0.0162108	0.0050803	0.00587837	0.00773355	0.015393	0.024664	0.0126871	0.00501096	0.00510589	0.0140153	0.00671325	0.00178641	0.00408346	0.00418256	0.0187	0.00482329	0.00813516	0.00362122	0.00121461	0.00518291	0.0146427	0.0065403	0.0207963	0.00624895	0.0189863	0.00028526	0.00301555	5.00915e-05	0.000159821	0.000119465	0.00126349	0.00143809	0.00347862	0.00144356	0.0144118	0.0140643	0.0172201	0.0205309	0.0059586	0.0054714	0.00530136	0.0127474	0.00137422	0.00326855	0.0100071	0.00188861	0.00688257	0.00451702	0.000954417	0.00565031	0.00472783	0.00880936	0.0329516	0.0321662	0.00321868	0.00969316	0.00792121	0.00020773	0.00575814	0.0124251	0.0124768	0.00684983	0.0211876	0.000786794	0.035504	0.000784744	0.00310336	0.0109967	0.00673086	0.00277386	0.012455	0.00584267	0.0110234	0.0230431	0.00240018	0.0053968	0.0129105	0.00376618	0.001342	0.00588132	0.0073468	0.00455583	0.00579963	0.0105862	0.0159526	0.00161636	0.0184205	0.00130575	0.00306639	0.00210341	0.00141884	0.001779	0.0082865	0.00148532	0.00327019	0.000241329
22	0	-1561.033	-2027.442	466.4083	0.100199	0.127139	0.110706	0.0991691	0.0557241	0.0553767	0.0929502	0.218598	0.0671707	0.110758	0.122619	0.0109351	0.00784691	0.00830106	0.00969578	0.00511408	0.00734276	0.0106806	0.00782388	0.00761515	0.0128489	0.011359	0.155225	0.0543955	0.0408584	0.381985	0.0367975	0.0418049	0.0541549	0.0581029	0.00966846	0.0646721	0.102336	0.111134	0.134986	0.119007	0.108865	0.0608381	0.0627194	0.103631	0.226421	0.0747859	0.123607	0.133978	0.0114139	0.00495135	0.0401897	0.00339334	0.000612062	0.00361703	0.00307218	0.0107858	0.0241729	0.00449778	0.00249169	0.00254199	0.00399063	0.0178337	0.00734744	0.0037521	0.00258092	0.0162807	0.0204985	0.0219567	0.00703552	0.0111274	0.0117802	0.00257859	0.000866857	0.00921091	0.00269321	0.00680956	0.00903143	0.00148024	0.0207617	0.000219702	0.00384498	0.00132511	0.00021327	0.0108221	0.0058231	0.0174185	0.0011664	0.00574953	0.00163457	0.00440753	0.0103914	0.00435113	0.0110882	0.00275475	0.00189827	0.000395705	0.002885	0.00227929	0.0137148	0.00861835	0.00764549	0.00163537	0.00667617	0.00209925	0.00601195	0.00339669	0.00676425	0.0330079	0.00821808	0.000783997	0.00341475	0.00243058	0.0212614	0.000133931	0.00461493	0.012405	0.0163558	0.00405159	0.00328234	0.0116037	0.0133011	0.00583854	0.00844229	0.00522605	0.00269969	0.00356106	0.00170012	0.00288698	0.00796808	0.000931513	0.00333902	0.00180155	0.00353456	0.008103	0.00151104	0.0319793	0.000722032	0.00507998	0.00463953	0.00869779	0.00212366	0.00702778	0.00113031	0.00342006	0.0275182	0.00703064	0.00735618	0.00671681	0.0227215	0.00686987	0.00160436	0.0186362	0.0196681	0.00136818	0.0059622	0.00384053	0.00830639	0.0537871
