Iteration	Replicate_ID	Posterior	Likelihood	Prior	mu	rate[1]	rate[2]
44334	0	-86.01014	-89.47334	3.463201	0.01070522	0.0107052	0.0107052
44335	1	-84.49927	-86.78277	2.283498	0.01950617	0.0195062	0.0195062
44336	0	-86.99088	-87.92448	0.9336035	0.0295768	0.0295768	0.0295768
44337	1	-84.37238	-86.93181	2.559424	0.01744768	0.0174477	0.0174477
44338	0	-84.53332	-87.4351	2.901778	0.01489362	0.0148936	0.0148936
44339	1	-84.37238	-86.93181	2.559424	0.01744768	0.0174477	0.0174477
44340	0	-84.37913	-86.89521	2.516074	0.01777109	0.0177711	0.0177711
44341	1	-84.42614	-86.81894	2.392796	0.01869078	0.0186908	0.0186908
44342	0	-85.32608	-88.61185	3.285767	0.01202894	0.0120289	0.0120289
44343	1	-84.42614	-86.81894	2.392796	0.01869078	0.0186908	0.0186908
44344	0	-84.62843	-87.60498	2.97655	0.01433579	0.0143358	0.0143358
44345	1	-84.68687	-87.70162	3.014759	0.01405074	0.0140507	0.0140507
44346	0	-85.87412	-89.30673	3.432614	0.01093341	0.0109334	0.0109334
44347	1	-84.42755	-86.81775	2.390192	0.01871021	0.0187102	0.0187102
44348	0	-86.11879	-87.41069	1.291898	0.02690381	0.0269038	0.0269038
44349	1	-84.42755	-86.81775	2.390192	0.01871021	0.0187102	0.0187102
44350	0	-85.66233	-87.16519	1.502859	0.02532998	0.02533	0.02533
44351	1	-84.42755	-86.81775	2.390192	0.01871021	0.0187102	0.0187102
44352	0	-85.66233	-87.16519	1.502859	0.02532998	0.02533	0.02533
44353	1	-84.42755	-86.81775	2.390192	0.01871021	0.0187102	0.0187102
44354	0	-84.93744	-88.08076	3.143317	0.01309166	0.0130917	0.0130917
44355	1	-85.34292	-87.00953	1.666614	0.02410832	0.0241083	0.0241083
44356	0	-84.37985	-86.89268	2.512828	0.0177953	0.0177953	0.0177953
44357	1	-85.41061	-87.04105	1.630443	0.02437817	0.0243782	0.0243782
44358	0	-85.14196	-86.922	1.780034	0.02326217	0.0232622	0.0232622
44359	1	-84.65158	-87.64381	2.992233	0.01421879	0.0142188	0.0142188
44360	0	-84.82202	-87.91156	3.089539	0.01349286	0.0134929	0.0134929
44361	1	-84.37426	-87.01232	2.638066	0.01686099	0.016861	0.016861
44362	0	-84.82202	-87.91156	3.089539	0.01349286	0.0134929	0.0134929
44363	1	-84.51652	-87.40268	2.886161	0.01501012	0.0150101	0.0150101
44364	0	-84.90756	-86.83569	1.928126	0.02215736	0.0221574	0.0221574
44365	1	-84.74668	-86.79226	2.045573	0.02128117	0.0212812	0.0212812
44366	0	-84.90756	-86.83569	1.928126	0.02215736	0.0221574	0.0221574
44367	1	-85.45803	-87.06365	1.605621	0.02456335	0.0245633	0.0245633
44368	0	-85.63924	-87.1534	1.514164	0.02524564	0.0252456	0.0252456
44369	1	-84.71203	-86.78548	2.073444	0.02107324	0.0210732	0.0210732
44370	0	-85.88565	-87.28257	1.396917	0.02612034	0.0261203	0.0261203
44371	1	-84.41975	-86.82473	2.404979	0.01859989	0.0185999	0.0185999
44372	0	-84.46141	-86.79631	2.334897	0.01912272	0.0191227	0.0191227
44373	1	-84.41975	-86.82473	2.404979	0.01859989	0.0185999	0.0185999
44374	0	-84.92568	-86.84155	1.915865	0.02224883	0.0222488	0.0222488
44375	1	-84.41975	-86.82473	2.404979	0.01859989	0.0185999	0.0185999
44376	0	-84.90163	-86.8338	1.932176	0.02212714	0.0221271	0.0221271
44377	1	-84.41975	-86.82473	2.404979	0.01859989	0.0185999	0.0185999
44378	0	-84.90163	-86.8338	1.932176	0.02212714	0.0221271	0.0221271
44379	1	-84.41975	-86.82473	2.404979	0.01859989	0.0185999	0.0185999
44380	0	-84.41132	-86.8336	2.422287	0.01847077	0.0184708	0.0184708
44381	1	-84.38666	-87.07843	2.691774	0.01646031	0.0164603	0.0164603
44382	0	-84.98819	-86.86293	1.874746	0.02255559	0.0225556	0.0225556
44383	1	-84.73515	-87.77847	3.04332	0.01383767	0.0138377	0.0138377
44384	0	-84.585	-87.52978	2.944785	0.01457277	0.0145728	0.0145728
44385	1	-84.38799	-86.87039	2.482399	0.01802231	0.0180223	0.0180223
44386	0	-85.00856	-86.87027	1.861708	0.02265286	0.0226529	0.0226529
44387	1	-84.38799	-86.87039	2.482399	0.01802231	0.0180223	0.0180223
44388	0	-85.00856	-86.87027	1.861708	0.02265286	0.0226529	0.0226529
44389	1	-84.52502	-87.41919	2.894178	0.01495032	0.0149503	0.0149503
44390	0	-84.37515	-87.01902	2.643874	0.01681766	0.0168177	0.0168177
44391	1	-84.72251	-86.78741	2.064898	0.021137	0.021137	0.021137
44392	0	-84.38138	-86.88769	2.506309	0.01784393	0.0178439	0.0178439
44393	1	-84.89989	-86.83326	1.933367	0.02211826	0.0221183	0.0221183
44394	0	-84.56003	-87.48486	2.924834	0.01472161	0.0147216	0.0147216
44395	1	-84.89989	-86.83326	1.933367	0.02211826	0.0221183	0.0221183
44396	0	-84.56003	-87.48486	2.924834	0.01472161	0.0147216	0.0147216
44397	1	-84.89989	-86.83326	1.933367	0.02211826	0.0221183	0.0221183
44398	0	-85.45469	-87.06204	1.607356	0.0245504	0.0245504	0.0245504
44399	1	-84.89989	-86.83326	1.933367	0.02211826	0.0221183	0.0221183
44400	0	-85.56047	-87.11377	1.5533	0.02495368	0.0249537	0.0249537
44401	1	-84.39472	-87.1091	2.714377	0.01629168	0.0162917	0.0162917
44402	0	-85.6444	-87.15603	1.51163	0.02526455	0.0252645	0.0252645
44403	1	-84.39472	-87.1091	2.714377	0.01629168	0.0162917	0.0162917
44404	0	-85.6444	-87.15603	1.51163	0.02526455	0.0252645	0.0252645
44405	1	-84.39472	-87.1091	2.714377	0.01629168	0.0162917	0.0162917
44406	0	-84.54935	-87.46519	2.915846	0.01478866	0.0147887	0.0147887
44407	1	-84.39472	-87.1091	2.714377	0.01629168	0.0162917	0.0162917
44408	0	-84.54935	-87.46519	2.915846	0.01478866	0.0147887	0.0147887
44409	1	-84.39472	-87.1091	2.714377	0.01629168	0.0162917	0.0162917
44410	0	-84.54935	-87.46519	2.915846	0.01478866	0.0147887	0.0147887
44411	1	-84.39472	-87.1091	2.714377	0.01629168	0.0162917	0.0162917
44412	0	-84.37502	-87.01806	2.643043	0.01682386	0.0168239	0.0168239
44413	1	-84.37557	-87.02198	2.646406	0.01679877	0.0167988	0.0167988
44414	0	-84.37502	-87.01806	2.643043	0.01682386	0.0168239	0.0168239
44415	1	-84.37557	-87.02198	2.646406	0.01679877	0.0167988	0.0167988
44416	0	-84.37502	-87.01806	2.643043	0.01682386	0.0168239	0.0168239
44417	1	-85.78901	-87.23106	1.442044	0.02578368	0.0257837	0.0257837
44418	0	-84.37502	-87.01806	2.643043	0.01682386	0.0168239	0.0168239
44419	1	-85.87951	-87.27926	1.399756	0.02609916	0.0260992	0.0260992
44420	0	-84.37502	-87.01806	2.643043	0.01682386	0.0168239	0.0168239
44421	1	-90.18668	-90.02073	-0.1659515	0.03777982	0.0377798	0.0377798
44422	0	-84.3877	-86.87104	2.483333	0.01801535	0.0180153	0.0180153
44423	1	-84.39266	-86.86081	2.46815	0.01812861	0.0181286	0.0181286
44424	0	-84.45316	-87.26903	2.815873	0.01553449	0.0155345	0.0155345
44425	1	-84.39266	-86.86081	2.46815	0.01812861	0.0181286	0.0181286
44426	0	-84.45316	-87.26903	2.815873	0.01553449	0.0155345	0.0155345
44427	1	-86.35586	-87.54565	1.189782	0.02766563	0.0276656	0.0276656
44428	0	-84.45316	-87.26903	2.815873	0.01553449	0.0155345	0.0155345
44429	1	-85.9055	-87.29327	1.387772	0.02618856	0.0261886	0.0261886
44430	0	-88.72694	-89.03735	0.3104158	0.03422598	0.034226	0.034226
44431	1	-85.42348	-88.73883	3.315351	0.01180823	0.0118082	0.0118082
44432	0	-84.49879	-86.78289	2.284104	0.01950165	0.0195016	0.0195016
44433	1	-84.50874	-86.78051	2.271769	0.01959368	0.0195937	0.0195937
44434	0	-85.40603	-88.71622	3.310187	0.01184676	0.0118468	0.0118468
44435	1	-84.37131	-86.97908	2.607773	0.01708698	0.017087	0.017087
44436	0	-84.54602	-86.77478	2.228768	0.01991448	0.0199145	0.0199145
44437	1	-84.37131	-86.97908	2.607773	0.01708698	0.017087	0.017087
44438	0	-84.4914	-86.78495	2.293546	0.01943121	0.0194312	0.0194312
44439	1	-84.37131	-86.97908	2.607773	0.01708698	0.017087	0.017087
44440	0	-84.84899	-86.81794	1.968957	0.02185275	0.0218527	0.0218527
44441	1	-84.72	-86.78693	2.066938	0.02112178	0.0211218	0.0211218
44442	0	-84.68044	-86.78036	2.099916	0.02087575	0.0208758	0.0208758
44443	1	-84.37296	-86.92675	2.553798	0.01748965	0.0174896	0.0174896
44444	0	-84.46521	-87.29629	2.831082	0.01542103	0.015421	0.015421
44445	1	-84.37296	-86.92675	2.553798	0.01748965	0.0174896	0.0174896
44446	0	-85.43695	-87.05355	1.616605	0.0244814	0.0244814	0.0244814
44447	1	-84.45212	-87.26664	2.814512	0.01554465	0.0155446	0.0155446
44448	0	-84.395	-86.85659	2.46159	0.01817755	0.0181776	0.0181776
44449	1	-84.59488	-86.77302	2.178139	0.02029218	0.0202922	0.0202922
44450	0	-84.395	-86.85659	2.46159	0.01817755	0.0181776	0.0181776
44451	1	-84.59488	-86.77302	2.178139	0.02029218	0.0202922	0.0202922
44452	0	-84.96633	-86.85526	1.888925	0.02244981	0.0224498	0.0224498
44453	1	-84.37091	-86.95856	2.587655	0.01723707	0.0172371	0.0172371
44454	0	-84.96633	-86.85526	1.888925	0.02244981	0.0224498	0.0224498
44455	1	-84.37091	-86.95856	2.587655	0.01723707	0.0172371	0.0172371
44456	0	-84.60191	-87.55947	2.95756	0.01447746	0.0144775	0.0144775
44457	1	-84.40313	-87.1371	2.733968	0.01614553	0.0161455	0.0161455
44458	0	-86.09649	-87.39822	1.301729	0.02683047	0.0268305	0.0268305
44459	1	-84.9384	-86.84575	1.907355	0.02231232	0.0223123	0.0223123
44460	0	-84.63396	-87.61433	2.980372	0.01430728	0.0143073	0.0143073
44461	1	-84.46391	-86.79514	2.331237	0.01915003	0.01915	0.01915
44462	0	-84.4777	-87.32347	2.845769	0.01531146	0.0153115	0.0153115
44463	1	-84.46391	-86.79514	2.331237	0.01915003	0.01915	0.01915
44464	0	-84.41044	-86.83462	2.424178	0.01845665	0.0184567	0.0184567
44465	1	-84.85184	-86.81876	1.966921	0.02186794	0.0218679	0.0218679
44466	0	-84.47277	-87.31285	2.840083	0.01535388	0.0153539	0.0153539
44467	1	-85.17351	-88.40874	3.235227	0.01240599	0.012406	0.012406
44468	0	-84.37185	-86.93761	2.565757	0.01740044	0.0174004	0.0174004
44469	1	-84.86654	-87.9777	3.11117	0.01333149	0.0133315	0.0133315
44470	0	-84.43253	-86.81378	2.381248	0.01877693	0.0187769	0.0187769
44471	1	-84.86654	-87.9777	3.11117	0.01333149	0.0133315	0.0133315
44472	0	-84.54878	-87.46414	2.91536	0.01479229	0.0147923	0.0147923
44473	1	-84.40097	-86.84702	2.446051	0.01829348	0.0182935	0.0182935
44474	0	-84.72057	-87.75551	3.034944	0.01390016	0.0139002	0.0139002
44475	1	-84.40097	-86.84702	2.446051	0.01829348	0.0182935	0.0182935
44476	0	-84.50204	-87.37393	2.871886	0.01511662	0.0151166	0.0151166
44477	1	-84.8887	-88.0102	3.121502	0.0132544	0.0132544	0.0132544
44478	0	-84.59321	-87.54427	2.951058	0.01452597	0.014526	0.014526
44479	1	-84.62539	-87.59982	2.974432	0.0143516	0.0143516	0.0143516
44480	0	-84.43089	-86.81505	2.384163	0.01875518	0.0187552	0.0187552
44481	1	-84.62539	-87.59982	2.974432	0.0143516	0.0143516	0.0143516
44482	0	-84.38541	-87.07321	2.687794	0.01649	0.01649	0.01649
44483	1	-84.69552	-87.71558	3.020059	0.0140112	0.0140112	0.0140112
44484	0	-84.38541	-87.07321	2.687794	0.01649	0.01649	0.01649
44485	1	-86.7331	-87.76809	1.034991	0.02882042	0.0288204	0.0288204
44486	0	-84.38541	-87.07321	2.687794	0.01649	0.01649	0.01649
44487	1	-84.3963	-86.85436	2.458069	0.01820382	0.0182038	0.0182038
44488	0	-84.49434	-86.7841	2.289758	0.01945947	0.0194595	0.0194595
44489	1	-84.3963	-86.85436	2.458069	0.01820382	0.0182038	0.0182038
44490	0	-84.49434	-86.7841	2.289758	0.01945947	0.0194595	0.0194595
44491	1	-84.3963	-86.85436	2.458069	0.01820382	0.0182038	0.0182038
44492	0	-84.38831	-86.86968	2.481364	0.01803003	0.01803	0.01803
44493	1	-84.3963	-86.85436	2.458069	0.01820382	0.0182038	0.0182038
44494	0	-84.98461	-86.86166	1.877054	0.02253837	0.0225384	0.0225384
44495	1	-84.3963	-86.85436	2.458069	0.01820382	0.0182038	0.0182038
44496	0	-84.98461	-86.86166	1.877054	0.02253837	0.0225384	0.0225384
44497	1	-84.3963	-86.85436	2.458069	0.01820382	0.0182038	0.0182038
44498	0	-84.52922	-86.7768	2.247576	0.01977416	0.0197742	0.0197742
44499	1	-85.09533	-88.30225	3.206924	0.01261713	0.0126171	0.0126171
44500	0	-84.52922	-86.7768	2.247576	0.01977416	0.0197742	0.0197742
44501	1	-84.45064	-86.80189	2.351245	0.01900076	0.0190008	0.0190008
44502	0	-85.82854	-87.252	1.423464	0.02592229	0.0259223	0.0259223
44503	1	-84.45064	-86.80189	2.351245	0.01900076	0.0190008	0.0190008
44504	0	-84.4145	-86.83008	2.415585	0.01852076	0.0185208	0.0185208
44505	1	-84.92815	-88.0674	3.139249	0.01312201	0.013122	0.013122
44506	0	-84.44818	-87.25741	2.809233	0.01558403	0.015584	0.015584
44507	1	-85.32335	-87.00059	1.67724	0.02402905	0.024029	0.024029
44508	0	-84.44818	-87.25741	2.809233	0.01558403	0.015584	0.015584
44509	1	-85.32335	-87.00059	1.67724	0.02402905	0.024029	0.024029
44510	0	-84.7875	-86.80158	2.014082	0.0215161	0.0215161	0.0215161
44511	1	-85.84286	-87.25963	1.416774	0.0259722	0.0259722	0.0259722
44512	0	-84.7875	-86.80158	2.014082	0.0215161	0.0215161	0.0215161
44513	1	-84.53445	-86.77608	2.241627	0.01981854	0.0198185	0.0198185
44514	0	-84.8636	-86.82219	1.958585	0.02193012	0.0219301	0.0219301
44515	1	-85.74005	-87.20536	1.465314	0.02561008	0.0256101	0.0256101
44516	0	-85.02722	-86.87713	1.849909	0.02274088	0.0227409	0.0227409
44517	1	-85.02292	-88.20187	3.178949	0.01282583	0.0128258	0.0128258
44518	0	-85.02722	-86.87713	1.849909	0.02274088	0.0227409	0.0227409
44519	1	-85.34862	-87.01215	1.663534	0.0241313	0.0241313	0.0241313
44520	0	-85.02722	-86.87713	1.849909	0.02274088	0.0227409	0.0227409
44521	1	-84.60969	-86.77347	2.163787	0.02039925	0.0203993	0.0203993
44522	0	-85.27681	-86.97967	1.702851	0.02383798	0.023838	0.023838
44523	1	-84.60969	-86.77347	2.163787	0.02039925	0.0203993	0.0203993
44524	0	-85.27681	-86.97967	1.702851	0.02383798	0.023838	0.023838
44525	1	-84.87211	-87.9859	3.113793	0.01331192	0.0133119	0.0133119
44526	0	-84.39706	-86.8531	2.456039	0.01821896	0.018219	0.018219
44527	1	-87.00987	-87.93612	0.9262577	0.02963161	0.0296316	0.0296316
44528	0	-84.39706	-86.8531	2.456039	0.01821896	0.018219	0.018219
44529	1	-85.25052	-86.96806	1.717537	0.02372841	0.0237284	0.0237284
44530	0	-84.39706	-86.8531	2.456039	0.01821896	0.018219	0.018219
44531	1	-84.45462	-86.79972	2.345103	0.01904658	0.0190466	0.0190466
44532	0	-84.94511	-86.848	1.902894	0.02234559	0.0223456	0.0223456
44533	1	-84.39928	-86.84957	2.450287	0.01826188	0.0182619	0.0182619
44534	0	-84.94511	-86.848	1.902894	0.02234559	0.0223456	0.0223456
44535	1	-84.39928	-86.84957	2.450287	0.01826188	0.0182619	0.0182619
44536	0	-85.50408	-88.84258	3.338503	0.01163551	0.0116355	0.0116355
44537	1	-84.38204	-86.88568	2.503634	0.01786389	0.0178639	0.0178639
44538	0	-85.50408	-88.84258	3.338503	0.01163551	0.0116355	0.0116355
44539	1	-84.38204	-86.88568	2.503634	0.01786389	0.0178639	0.0178639
44540	0	-86.54724	-87.65744	1.110198	0.02825935	0.0282594	0.0282594
44541	1	-85.29473	-88.57056	3.275828	0.01210308	0.0121031	0.0121031
44542	0	-86.54724	-87.65744	1.110198	0.02825935	0.0282594	0.0282594
44543	1	-84.37254	-86.93031	2.557762	0.01746008	0.0174601	0.0174601
44544	0	-85.02581	-86.8766	1.850795	0.02273427	0.0227343	0.0227343
44545	1	-85.23402	-86.96086	1.726839	0.02365902	0.023659	0.023659
44546	0	-84.78727	-87.85902	3.07175	0.01362557	0.0136256	0.0136256
44547	1	-86.12184	-89.60887	3.487024	0.0105275	0.0105275	0.0105275
44548	0	-84.78727	-87.85902	3.07175	0.01362557	0.0136256	0.0136256
44549	1	-85.24698	-86.96651	1.719527	0.02371357	0.0237136	0.0237136
44550	0	-84.78727	-87.85902	3.07175	0.01362557	0.0136256	0.0136256
44551	1	-84.68101	-86.78044	2.099432	0.02087936	0.0208794	0.0208794
44552	0	-85.14418	-86.92291	1.778725	0.02327193	0.0232719	0.0232719
44553	1	-84.68101	-86.78044	2.099432	0.02087936	0.0208794	0.0208794
44554	0	-84.47053	-86.79227	2.321745	0.01922084	0.0192208	0.0192208
44555	1	-84.63303	-87.61276	2.979729	0.01431208	0.0143121	0.0143121
44556	0	-85.69684	-87.18293	1.486091	0.02545507	0.0254551	0.0254551
44557	1	-84.8516	-87.95564	3.104046	0.01338463	0.0133846	0.0133846
44558	0	-84.40873	-86.83666	2.427924	0.01842871	0.0184287	0.0184287
44559	1	-84.8516	-87.95564	3.104046	0.01338463	0.0133846	0.0133846
44560	0	-84.41571	-87.1745	2.758786	0.01596038	0.0159604	0.0159604
44561	1	-84.38135	-87.05471	2.67336	0.01659769	0.0165977	0.0165977
44562	0	-84.53378	-87.43597	2.902187	0.01489056	0.0148906	0.0148906
44563	1	-84.42285	-86.82184	2.398984	0.01864461	0.0186446	0.0186446
44564	0	-84.53378	-87.43597	2.902187	0.01489056	0.0148906	0.0148906
44565	1	-84.42285	-86.82184	2.398984	0.01864461	0.0186446	0.0186446
44566	0	-84.54931	-87.46512	2.915815	0.01478889	0.0147889	0.0147889
44567	1	-85.11854	-88.33406	3.21552	0.012553	0.012553	0.012553
44568	0	-84.59029	-87.53913	2.948842	0.0145425	0.0145425	0.0145425
44569	1	-84.45982	-87.28424	2.824418	0.01547074	0.0154707	0.0154707
44570	0	-84.44678	-86.80414	2.357359	0.01895515	0.0189552	0.0189552
44571	1	-84.49932	-87.36842	2.869105	0.01513737	0.0151374	0.0151374
44572	0	-84.38885	-86.8685	2.479652	0.01804281	0.0180428	0.0180428
44573	1	-85.48334	-87.07587	1.592531	0.024661	0.024661	0.024661
44574	0	-84.42138	-87.19013	2.768749	0.01588605	0.015886	0.015886
44575	1	-85.48334	-87.07587	1.592531	0.024661	0.024661	0.024661
44576	0	-84.42138	-87.19013	2.768749	0.01588605	0.015886	0.015886
44577	1	-84.97223	-86.85731	1.885079	0.0224785	0.0224785	0.0224785
44578	0	-84.63563	-87.61714	2.981514	0.01429876	0.0142988	0.0142988
44579	1	-84.39416	-87.10709	2.712932	0.01630246	0.0163025	0.0163025
44580	0	-84.37282	-86.92784	2.555014	0.01748058	0.0174806	0.0174806
44581	1	-86.31497	-87.52207	1.207101	0.02753643	0.0275364	0.0275364
44582	0	-84.37282	-86.92784	2.555014	0.01748058	0.0174806	0.0174806
44583	1	-86.31497	-87.52207	1.207101	0.02753643	0.0275364	0.0275364
44584	0	-84.37282	-86.92784	2.555014	0.01748058	0.0174806	0.0174806
44585	1	-86.31497	-87.52207	1.207101	0.02753643	0.0275364	0.0275364
44586	0	-84.37282	-86.92784	2.555014	0.01748058	0.0174806	0.0174806
44587	1	-86.31497	-87.52207	1.207101	0.02753643	0.0275364	0.0275364
44588	0	-84.48644	-86.78647	2.30003	0.01938284	0.0193828	0.0193828
44589	1	-85.97981	-87.3337	1.353888	0.02644135	0.0264414	0.0264414
44590	0	-85.06019	-86.88956	1.829376	0.02289406	0.0228941	0.0228941
44591	1	-85.97981	-87.3337	1.353888	0.02644135	0.0264414	0.0264414
44592	0	-85.26323	-88.52886	3.265624	0.01217921	0.0121792	0.0121792
44593	1	-84.38713	-87.08037	2.69324	0.01644937	0.0164494	0.0164494
44594	0	-84.99885	-88.16806	3.169219	0.01289842	0.0128984	0.0128984
44595	1	-84.38713	-87.08037	2.69324	0.01644937	0.0164494	0.0164494
44596	0	-84.63851	-87.62199	2.98348	0.01428409	0.0142841	0.0142841
44597	1	-84.38713	-87.08037	2.69324	0.01644937	0.0164494	0.0164494
44598	0	-84.51048	-87.39079	2.880309	0.01505378	0.0150538	0.0150538
44599	1	-84.38713	-87.08037	2.69324	0.01644937	0.0164494	0.0164494
44600	0	-84.51048	-87.39079	2.880309	0.01505378	0.0150538	0.0150538
44601	1	-85.6246	-88.99577	3.371169	0.01139181	0.0113918	0.0113918
44602	0	-84.50928	-86.78039	2.27111	0.01959859	0.0195986	0.0195986
44603	1	-85.6246	-88.99577	3.371169	0.01139181	0.0113918	0.0113918
44604	0	-86.37182	-89.90851	3.536686	0.01015701	0.010157	0.010157
44605	1	-85.03812	-86.88119	1.843075	0.02279186	0.0227919	0.0227919
44606	0	-85.99208	-89.45132	3.459243	0.01073475	0.0107348	0.0107348
44607	1	-85.03812	-86.88119	1.843075	0.02279186	0.0227919	0.0227919
44608	0	-86.02284	-89.4888	3.465965	0.0106846	0.0106846	0.0106846
44609	1	-84.37103	-86.95267	2.581639	0.01728195	0.017282	0.017282
44610	0	-85.40823	-88.71907	3.310841	0.01184188	0.0118419	0.0118419
44611	1	-84.37103	-86.95267	2.581639	0.01728195	0.017282	0.017282
44612	0	-86.13116	-87.41762	1.286463	0.02694436	0.0269444	0.0269444
44613	1	-84.37103	-86.95267	2.581639	0.01728195	0.017282	0.017282
44614	0	-84.70835	-86.78483	2.076475	0.02105063	0.0210506	0.0210506
44615	1	-84.37103	-86.95267	2.581639	0.01728195	0.017282	0.017282
44616	0	-84.94755	-88.09524	3.147694	0.01305901	0.013059	0.013059
44617	1	-84.37448	-86.91631	2.541833	0.01757891	0.0175789	0.0175789
44618	0	-84.68577	-86.78114	2.095378	0.02090961	0.0209096	0.0209096
44619	1	-84.37448	-86.91631	2.541833	0.01757891	0.0175789	0.0175789
44620	0	-84.42375	-87.19649	2.772739	0.01585628	0.0158563	0.0158563
44621	1	-84.37448	-86.91631	2.541833	0.01757891	0.0175789	0.0175789
44622	0	-85.25392	-86.96955	1.715629	0.02374265	0.0237427	0.0237427
44623	1	-84.37448	-86.91631	2.541833	0.01757891	0.0175789	0.0175789
44624	0	-85.25392	-86.96955	1.715629	0.02374265	0.0237427	0.0237427
44625	1	-84.37448	-86.91631	2.541833	0.01757891	0.0175789	0.0175789
44626	0	-85.25392	-86.96955	1.715629	0.02374265	0.0237427	0.0237427
44627	1	-84.37448	-86.91631	2.541833	0.01757891	0.0175789	0.0175789
44628	0	-84.91237	-88.04462	3.132246	0.01317425	0.0131743	0.0131743
44629	1	-84.40054	-86.84767	2.447131	0.01828542	0.0182854	0.0182854
44630	0	-84.80528	-87.88635	3.081074	0.01355601	0.013556	0.013556
44631	1	-84.40054	-86.84767	2.447131	0.01828542	0.0182854	0.0182854
44632	0	-85.24015	-86.96353	1.723379	0.02368483	0.0236848	0.0236848
44633	1	-84.47276	-86.79136	2.318603	0.01924428	0.0192443	0.0192443
44634	0	-84.89387	-86.83137	1.937502	0.02208741	0.0220874	0.0220874
44635	1	-84.47152	-87.31015	2.838625	0.01536476	0.0153648	0.0153648
44636	0	-84.76588	-86.79647	2.030597	0.02139289	0.0213929	0.0213929
44637	1	-84.47152	-87.31015	2.838625	0.01536476	0.0153648	0.0153648
44638	0	-84.40322	-87.13739	2.734166	0.01614405	0.0161441	0.0161441
44639	1	-85.21684	-88.467	3.250162	0.01229456	0.0122946	0.0122946
44640	0	-86.41424	-89.9589	3.544665	0.01009748	0.0100975	0.0100975
44641	1	-85.21684	-88.467	3.250162	0.01229456	0.0122946	0.0122946
44642	0	-84.93136	-86.84342	1.912054	0.02227726	0.0222773	0.0222773
44643	1	-85.64665	-89.02356	3.376916	0.01134894	0.0113489	0.0113489
44644	0	-84.78491	-86.80095	2.01604	0.02150149	0.0215015	0.0215015
44645	1	-85.64665	-89.02356	3.376916	0.01134894	0.0113489	0.0113489
44646	0	-84.73798	-86.79045	2.052467	0.02122973	0.0212297	0.0212297
44647	1	-85.64665	-89.02356	3.376916	0.01134894	0.0113489	0.0113489
44648	0	-84.54634	-86.77475	2.228418	0.01991709	0.0199171	0.0199171
44649	1	-85.64665	-89.02356	3.376916	0.01134894	0.0113489	0.0113489
44650	0	-84.54634	-86.77475	2.228418	0.01991709	0.0199171	0.0199171
44651	1	-84.40345	-86.8435	2.440055	0.01833821	0.0183382	0.0183382
44652	0	-84.54634	-86.77475	2.228418	0.01991709	0.0199171	0.0199171
44653	1	-84.37261	-86.92973	2.557125	0.01746483	0.0174648	0.0174648
44654	0	-84.54634	-86.77475	2.228418	0.01991709	0.0199171	0.0199171
44655	1	-85.16494	-88.39716	3.232212	0.01242848	0.0124285	0.0124285
44656	0	-84.54634	-86.77475	2.228418	0.01991709	0.0199171	0.0199171
44657	1	-84.47239	-86.79151	2.319127	0.01924037	0.0192404	0.0192404
44658	0	-85.7454	-89.14726	3.401862	0.01116283	0.0111628	0.0111628
44659	1	-84.37965	-87.04611	2.666465	0.01664912	0.0166491	0.0166491
44660	0	-84.88807	-86.82957	1.941502	0.02205757	0.0220576	0.0220576
44661	1	-88.75373	-92.61829	3.864554	0.007711011	0.00771101	0.00771101
44662	0	-84.37864	-87.04071	2.662067	0.01668193	0.0166819	0.0166819
44663	1	-84.77872	-87.84595	3.067233	0.01365927	0.0136593	0.0136593
44664	0	-84.37864	-87.04071	2.662067	0.01668193	0.0166819	0.0166819
44665	1	-85.15279	-88.38069	3.227899	0.01246065	0.0124606	0.0124606
44666	0	-84.37864	-87.04071	2.662067	0.01668193	0.0166819	0.0166819
44667	1	-84.56187	-87.48822	2.926355	0.01471026	0.0147103	0.0147103
44668	0	-84.37864	-87.04071	2.662067	0.01668193	0.0166819	0.0166819
44669	1	-86.20592	-87.45979	1.253872	0.0271875	0.0271875	0.0271875
44670	0	-85.61845	-88.988	3.369554	0.01140386	0.0114039	0.0114039
44671	1	-86.20592	-87.45979	1.253872	0.0271875	0.0271875	0.0271875
44672	0	-84.37259	-86.9971	2.624514	0.01696209	0.0169621	0.0169621
44673	1	-86.50479	-87.63244	1.127653	0.02812913	0.0281291	0.0281291
44674	0	-85.7741	-89.18298	3.408883	0.01111045	0.0111105	0.0111105
44675	1	-85.50926	-87.0885	1.579242	0.02476014	0.0247601	0.0247601
44676	0	-84.55923	-86.77375	2.214524	0.02002074	0.0200207	0.0200207
44677	1	-88.08914	-88.61906	0.5299193	0.03258841	0.0325884	0.0325884
44678	0	-84.55923	-86.77375	2.214524	0.02002074	0.0200207	0.0200207
44679	1	-88.08914	-88.61906	0.5299193	0.03258841	0.0325884	0.0325884
44680	0	-85.59094	-88.9532	3.362264	0.01145825	0.0114582	0.0114582
44681	1	-84.60056	-86.77315	2.172585	0.02033362	0.0203336	0.0203336
44682	0	-84.37456	-87.01464	2.640084	0.01684593	0.0168459	0.0168459
44683	1	-84.37112	-86.94978	2.578656	0.0173042	0.0173042	0.0173042
44684	0	-85.10268	-86.90615	1.803468	0.02308734	0.0230873	0.0230873
